"StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","RelevantID_First Click","RelevantID_Last Click","RelevantID_Page Submit","RelevantID_Click Count","Q1_consent","MetaDataQ_Browser","MetaDataQ_Version","MetaDataQ_Operating System","MetaDataQ_Resolution","Q2_lang-DE","Q3_lang_EN","Q4_gender","Q5_age","Q6_residence","Q7_household-size","Q8_household-income","Q9_drivers-license","Q11_car-purch-intent","Q12_EV-experience","Q12_EV-experience_8_TEXT","Q13_car-ownership","Q14_EV-use","Q14_EV-use_8_TEXT","Q15_mobility-usage","Q15_mobility-usage_9_TEXT","Q16_PT-subscr","Q16_PT-subscr_7_TEXT","Q18_PT-spend","Q19_PT-spend-t","Q21_car-spend","Q22_car-spend-t","Q24_EV-range-commute","Q25_EV-range-all","Q27_mob-subscr-inter","Q28_mob-subscr-WTP","Q30_mob-subscr1-PI","Q32_mob-subscr2-PI","Q34_mob-subscr3-PI","Q36_mob-subscr4-PI","Q38_mob-subscr5-PI","Q39_mob-subscr-rank_1","Q39_mob-subscr-rank_2","Q39_mob-subscr-rank_3","Q39_mob-subscr-rank_4","Q39_mob-subscr-rank_5","Q39_mob-subscr-rank_0","Q40_EV-adv","Q40_EV-adv_8_TEXT","Q41_EV-disadv","Q41_EV-disadv_9_TEXT","Q42_end-of-survey","opp","rid","V","gid","sname","enc","isNew","Q_TotalDuration","test","version","test2","gc","term","Q42_end-of-survey - Topics","Q12_EV-experience_12_TEXT - Topics","Q14_EV-use_13_TEXT - Topics","Q41_EV-disadv_18_TEXT - Topics","Q40_EV-adv_12_TEXT - Topics","EV adv. others - Topics","Q16_PT-subscr_10_TEXT - Topics","Q13_12_TEXT - Topics"
"2019-05-30 23:52:05","2019-05-31 00:07:21","0","100","916","1","2019-05-31 00:07:22","R_2P6E4XvwvYovqMB",NA,NA,NA,NA,"46.5399017333984375","6.588104248046875","anonymous","FR","0","0","1.008","0","1","Firefox","67.0","Macintosh","2560x1440","0",NA,"0","47","23","4","5","1","1","2","-99","1","2","-99","1,3,4,8","-99","1,3","-99","2","1","96","1","1","4","5","5","2","3","4","3","4","5","4","1","3","2","6","1,3,4","-99","1,3,4","-99","-99","Qual2380-2904Switz",NA,"H","200103","b-11Ydn_ORiBtH9fDtdtd4M8krM","17813","True","916",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 00:43:34","2019-05-31 00:46:50","0","100","196","1","2019-05-31 00:46:51","R_vf9MFRugEt5JcZz",NA,NA,NA,NA,"46.94580078125","7.4481048583984375","anonymous","FR","0","0","2.043","0","1","Firefox","67.0","Windows NT 6.1","1366x768","0",NA,"1","29","8","1","4","1","1","7","-99","1","1","-99","1","-99","1","-99","4","1","2","2","3","2","4","1","3","3","3","4","2","2","1","4","5","3","6","2","-99","1","-99","-99","Qual2380-2904Switz",NA,"H","200111","b-11Ydn_ORiBtH9fDtdtd4M8krM","18189","True","196",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 00:41:55","2019-05-31 01:00:57","0","100","1142","1","2019-05-31 01:00:58","R_3jdo8zNwsAlJXeA",NA,NA,NA,NA,"47.4340972900390625","8.4687042236328125","anonymous","DE","0","0","1.121","0","1","Safari iPhone","Unknown","iPhone","414x736","0",NA,"0","35","25","4","3","1","1","1","-99","1","0","-99","2,3,4","-99","4","-99","3","2","1","2","2","2","4","3","4","3","3","4","4","5","4","2","3","1","6","1,2,5","-99","1,4,8","-99","-99","Qual2380-2904Switz",NA,"H","200109","b-11Ydn_ORiBtH9fDtdtd4M8krM","18095","True","1142",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 01:30:02","2019-05-31 01:37:28","0","100","446","1","2019-05-31 01:37:29","R_32KECdHsOG8Hgei",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.043","0","1","Chrome","67.0.3396.87","Android 9","412x846","0",NA,"1","37","25","4","3","1","1","1","-99","1","7","-99","1,4,7","-99","1,3,4,5,6","-99","6","2","2","2","3","4","5","3","5","5","5","5","5","2","5","4","3","1","6","1,4,6","-99","1,3,6","-99","-99","Qual2380-2904Switz",NA,"H","200113","b-11Ydn_ORiBtH9fDtdtd4M8krM","18283","True","446",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 04:41:53","2019-05-31 04:49:09","0","100","435","1","2019-05-31 04:49:09","R_1kXM6ZWaEsYDmNG",NA,NA,NA,NA,"47.042205810546875","7.0973052978515625","anonymous","DE","0","0","1.163","0","1","Firefox","66.0","Windows NT 10.0","1600x900","0",NA,"1","47","7","4","3","1","1","0","-99","2","0","-99","1,2,4,8","-99","0","-99","4","1","8","2","4","10","4","6","3","2","3","3","3","2","5","4","3","6","1","1,3,4","-99","1,7","-99","-99","Qual2380-2904Switz",NA,"H","200117","b-11Ydn_ORiBtH9fDtdtd4M8krM","18471","True","435",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 05:42:10","2019-05-31 05:50:14","0","100","483","1","2019-05-31 05:50:15","R_2OHzF0SMt6hwNKh",NA,NA,NA,NA,"47.215301513671875","7.7960968017578125","anonymous","DE","0","0","1.025","0","1","Safari iPad","12.1","iPad","768x1024","0",NA,"0","55","6","2","4","1","1","0","-99","1","0","-99","1,2,4","-99","0","-99","1","2","2","2","-1","-1","4","2","2","2","2","2","2","4","5","2","6","3","1","1,2,5","-99","1,6,8","-99","-99","Qual2380-2904Switz",NA,"H","200118","b-11Ydn_ORiBtH9fDtdtd4M8krM","18518","True","483",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 05:44:14","2019-05-31 05:52:00","0","100","465","1","2019-05-31 05:52:01","R_3ekUPJBEdckGQ0G",NA,NA,NA,NA,"47.3860931396484375","9.279205322265625","anonymous","DE","0","0","1.075","0","1","Chrome","68.0.3440.91","Android 5.1.1","320x570","0",NA,"1","52","2","1","4","1","1","2","-99","1","0","-99","0","-99","0","-99","1","1","3","2","2","4","-1","3","2","1","2","2","2","1","2","3","4","6","5","2,5,6","-99","1,2,4","-99","Sehr gute Umfrage","Qual2380-2904Switz",NA,"H","200119","b-11Ydn_ORiBtH9fDtdtd4M8krM","18565","True","465",NA,"2",NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-31 06:19:06","2019-05-31 06:26:42","0","100","456","1","2019-05-31 06:26:43","R_2fdpho9nJPrq1T4",NA,NA,NA,NA,"47.0727996826171875","8.28900146484375","anonymous","DE","0","0","1.119","0","1","Safari iPhone","12.1","iPhone","320x568","0",NA,"0","48","12","3","3","1","1","1","-99","1","0","-99","2,4","-99","0","-99","1","2","30","1","1","1","4","1","2","2","3","2","2","1","4","2","5","3","6","1,6,7","-99","1,3,6","-99","-99","Qual2380-2904Switz",NA,"H","200124","b-11Ydn_ORiBtH9fDtdtd4M8krM","18800","True","456",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 06:32:37","2019-05-31 06:39:03","0","100","385","1","2019-05-31 06:39:04","R_2tJt4V9kLrimFDM",NA,NA,NA,NA,"46.8491973876953125","7.188507080078125","anonymous","DE","0","0","3.074","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1920x1200","0",NA,"1","41","7","4","6","1","1","0","-99","2","8","Benzin","1,2","-99","0","-99","1","1","55","1","-1","-1","4","4","4","2","2","2","2","1","4","2","5","6","3","4,5,7","-99","9","Preis","-99","Qual2380-2904Switz",NA,"H","200126","b-11Ydn_ORiBtH9fDtdtd4M8krM","18894","True","385",NA,"2",NA,"1",NA,NA,NA,"Unknown","Unknown",NA,NA,NA,NA
"2019-05-31 06:31:29","2019-05-31 06:51:56","0","100","1226","1","2019-05-31 06:51:57","R_28Tobsm5urOREcH",NA,NA,NA,NA,"46.9918060302734375","6.930999755859375","anonymous","FR","0","0","1.172","0","1","Safari iPhone","9.0","iPhone","320x480","0",NA,"1","46","7","1","3","1","1","6","-99","1","6","-99","0","-99","0","-99","1","1","40","1","2","10","4","4","1","1","1","1","1","2","6","3","4","5","1","1,4,7","-99","1,6,8","-99","-99","Qual2380-2904Switz",NA,"H","200125","b-11Ydn_ORiBtH9fDtdtd4M8krM","18847","True","1226",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 06:48:13","2019-05-31 06:52:35","0","100","261","1","2019-05-31 06:52:36","R_2EnkzOKp18tyvMU",NA,NA,NA,NA,"46.2021942138671875","6.1457061767578125","anonymous","FR","0.502","0.502","1.076","1","1","Chrome","74.0.3729.157","Android 7.0","360x640","0",NA,"0","29","8","4","9","1","1","1","-99","1","1","-99","2","-99","8","-99","5","2","7","2","6","4","4","4","4","1","3","5","5","1","2","3","4","5","6","4","-99","6","-99","-99","Qual2380-2904Switz",NA,"H","200132","b-11Ydn_ORiBtH9fDtdtd4M8krM","19176",NA,"261",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 06:42:13","2019-05-31 06:52:38","0","100","625","1","2019-05-31 06:52:39","R_1dHmSBRIntMN4Hc",NA,NA,NA,NA,"46.6179962158203125","7.0569000244140625","anonymous","FR","0","0","1.124","0","1","Chrome","74.0.3729.157","Android 9","412x846","0",NA,"1","38","7","3","5","1","1","2","-99","2","8","Diesel","2","-99","0","-99","2","2","2","2","2","11","4","4","2","2","2","2","2","2","6","3","5","4","1","2,3,4","-99","1,4,6","-99","-99","Qual2380-2904Switz",NA,"H","200130","b-11Ydn_ORiBtH9fDtdtd4M8krM","19082","True","625",NA,"2",NA,"1",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA
"2019-05-31 07:02:01","2019-05-31 07:08:52","0","100","410","1","2019-05-31 07:08:53","R_3fxXIeuW9rrYKXy",NA,NA,NA,NA,"47.0861053466796875","8.300506591796875","anonymous","DE","0","0","1.05","0","1","Chrome","74.0.3729.157","Android 7.1.1","1024x768","0",NA,"1","57","12","2","4","1","1","1","-99","1","6","-99","4","-99","1","-99","5","1","11","1","6","7","5","3","4","4","4","3","4","1","4","2","5","3","6","1,2,4","-99","1,5,6","-99","-99","Qual2380-2904Switz",NA,"H","200135","b-11Ydn_ORiBtH9fDtdtd4M8krM","19317","True","410",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 07:04:19","2019-05-31 07:13:03","0","100","523","1","2019-05-31 07:13:03","R_1prj9IB3CAw4oZR",NA,NA,NA,NA,"47.4340972900390625","8.4687042236328125","anonymous","DE","0","0","1.016","0","1","Chrome","74.0.3729.157","Android 9","360x640","0",NA,"1","27","25","3","4","1","1","1,2","-99","1","0","-99","2,4,8","-99","4","-99","13","1","13","1","2","4","4","1","1","1","1","1","1","2","6","3","5","4","1","1,3,7","-99","3,4,6","-99","-99","Qual2380-2904Switz",NA,"H","200137","b-11Ydn_ORiBtH9fDtdtd4M8krM","19411","True","523",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 07:34:32","2019-05-31 07:44:22","0","100","589","1","2019-05-31 07:44:23","R_1iht5kEe7mp6cj4",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.126","0","1","Safari iPhone","12.1","iPhone","375x667","0",NA,"0","51","25","1","2","1","1","0","-99","0","0","-99","2,3,4","-99","1","-99","1","2","1","1","3","3","4","2","2","2","3","3","3","5","4","2","3","1","6","1,2,4","-99","1,6,7","-99","-99","Qual2380-2904Switz",NA,"H","200143","b-11Ydn_ORiBtH9fDtdtd4M8krM","19693","True","589",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 07:46:52","2019-05-31 07:50:48","0","100","236","1","2019-05-31 07:50:49","R_1KkI856vjvpmFYl",NA,NA,NA,NA,"47.5583953857421875","7.57330322265625","anonymous","FR","0","0","1.017","0","1","Chrome iPhone","74.0.3729.121","iPhone","375x812","1","0","1","41","8","2","-2","1","1","-1","-99","2","3,0","-99","3,8","-99","6","-99","91","2","32","2","4","-1","2","15","3","3","2","5","5","5","6","4","1","2","3","3","-99","2","-99","-99","Qual2380-2904Switz",NA,"H","200146","b-11Ydn_ORiBtH9fDtdtd4M8krM","19834","True","236",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 07:53:42","2019-05-31 07:58:46","0","100","303","1","2019-05-31 07:58:46","R_1M5JacQXUDGfaf0",NA,NA,NA,NA,"46.52239990234375","6.6221923828125","anonymous","DE","0","0","1.024","0","1","Safari iPhone","Unknown","iPhone","375x812","0",NA,"1","45","6","2","3","1","1","8","Camper","2","6","-99","3,8","-99","1","-99","2","2","1","2","2","2","4","2","3","3","3","3","3","1","4","6","2","3","5","5","-99","8","-99","-99","Qual2380-2904Switz",NA,"H","200151","b-11Ydn_ORiBtH9fDtdtd4M8krM","20069","True","303",NA,"2",NA,"1",NA,NA,"Unknown",NA,NA,NA,NA,NA,NA
"2019-05-31 07:37:51","2019-05-31 08:05:02","0","100","1630","1","2019-05-31 08:05:03","R_3qVTPHcApTCj3SF",NA,NA,NA,NA,"46.9918060302734375","6.930999755859375","anonymous","FR","0","0","1.062","0","1","Safari iPhone","9.0","iPhone","320x480","0",NA,"1","35","23","1","4","1","1","7","-99","1","7","-99","0","-99","0","-99","9","1","5","2","4","11","4","3","2","2","2","2","2","1","6","3","4","5","2","3,4,6","-99","1,6,8","-99","-99","Qual2380-2904Switz",NA,"H","200125","b-11Ydn_ORiBtH9fDtdtd4M8krM","18847",NA,"1630",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 08:00:40","2019-05-31 08:16:23","0","100","943","1","2019-05-31 08:16:24","R_YWZJQlUxpi1qaXL",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.034","0","1","Chrome","67.0.3396.87","Android 9","360x740","0",NA,"0","57","6","2","2","1","1","3","-99","1","0","-99","3","-99","0","-99","1","1","3","1","2","1","1","1","1","1","1","1","1","1","2","3","4","5","6","2,3,4","-99","1,6,7","-99","-99","Qual2380-2904Switz",NA,"H","200154","b-11Ydn_ORiBtH9fDtdtd4M8krM","20210","True","943",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 08:32:55","2019-05-31 08:43:21","0","100","625","1","2019-05-31 08:43:21","R_1kUP0jZAHWk18j7",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.015","0","1","MSIE","11.0","Windows NT 10.0","1920x1080","0",NA,"1","46","12","5","7","1","1","1,3,7","-99","1","0","-99","1,2,4,6","-99","0","-99","1","1","30","1","-1","-1","1","4","2","2","2","2","2","2","4","3","5","6","1","1,3","-99","1,4,6","-99","-99","Qual2380-2904Switz",NA,"H","200164","b-11Ydn_ORiBtH9fDtdtd4M8krM","20680","True","625",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 08:41:41","2019-05-31 08:46:29","0","100","287","1","2019-05-31 08:46:29","R_6FG2EK8Yn7pmBoZ",NA,NA,NA,NA,"47.3282928466796875","8.316192626953125","anonymous","DE","0","0","1.02","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1536x864","0",NA,"0","30","9","1","4","1","1","6","-99","1","0","-99","4","-99","6","-99","46","1","51","1","3","11","3","4","2","2","2","2","2","1","5","2","4","6","3","4,6,7","-99","3,6,9","Elektroautos sind nicht so ""grün"" wie man meint","-99","Qual2380-2904Switz",NA,"H","200168","b-11Ydn_ORiBtH9fDtdtd4M8krM","20868","True","287",NA,"2",NA,"1",NA,NA,NA,NA,"Unknown",NA,NA,NA,NA
"2019-05-31 08:41:29","2019-05-31 08:47:45","0","100","375","1","2019-05-31 08:47:46","R_3s5QB5q7ZRd4ZCK",NA,NA,NA,NA,"46.2021942138671875","6.1457061767578125","anonymous","IT","0","0","2.229","0","1","Chrome","73.0.3683.103","Windows NT 6.1","1440x900","1","0","1","46","8","2","2","1","1","1","-99","2","8","diesel","8","-99","0","-99","10","1","11","1","1","11","4","5","2","3","1","4","3","4","1","2","3","5","6","4","-99","4,6","-99","-99","Qual2380-2904Switz",NA,"H","200167","b-11Ydn_ORiBtH9fDtdtd4M8krM","20821","True","375",NA,"2",NA,"1",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA
"2019-05-31 08:29:40","2019-05-31 08:49:52","0","100","1212","1","2019-05-31 08:49:53","R_3KvzrnS8eIwWbY8",NA,NA,NA,NA,"47.4571990966796875","7.0482940673828125","anonymous","FR","0","0","1.11","0","1","Chrome","74.0.3729.169","Windows NT 10.0","2560x1440","1","0","1","59","11","4","5","1","1","1","-99","4","1","-99","1,4,8","-99","1,2,4","-99","10","1","110","1","7","9","4","10","4","1","4","1","1","3","2","1","5","6","4","1,5,7","-99","1,3,8","-99","-99","Qual2380-2904Switz",NA,"H","200163","b-11Ydn_ORiBtH9fDtdtd4M8krM","20633","True","1212",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 08:54:53","2019-05-31 09:03:19","0","100","506","1","2019-05-31 09:03:20","R_22zfFOuEjjySccl",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.124","0","1","Safari iPhone","12.1","iPhone","414x736","0",NA,"0","64","19","2","5","1","1","7","-99","1","6","-99","2,4,8","-99","1","-99","4","1","24","1","6","8","4","5","4","3","3","2","2","1","3","2","5","4","6","4,5,6","-99","1,6,8","-99","-99","Qual2380-2904Switz",NA,"H","200172","b-11Ydn_ORiBtH9fDtdtd4M8krM","21056","True","506",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 09:08:55","2019-05-31 09:26:59","0","100","1084","1","2019-05-31 09:27:00","R_2fJzBQmxXuJcInC",NA,NA,NA,NA,"46.62139892578125","6.5984954833984375","anonymous","FR","0","0","2.036","0","1","Firefox","66.0","Windows NT 10.0","2048x1152","1","0","1","30","23","2","4","1","1","3","-99","2","3,8","-99","1,5","-99","3,5","-99","10","1","9","1","8","6","4","8","4","4","4","2","2","4","1","5","2","6","3","2,6","-99","4,7","-99","-99","Qual2380-2904Switz",NA,"H","200183","b-11Ydn_ORiBtH9fDtdtd4M8krM","21573","True","1084",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 09:41:13","2019-05-31 09:51:38","0","100","625","1","2019-05-31 09:51:39","R_z12b6IQn11YDuQF",NA,NA,NA,NA,"47.3050994873046875","7.891998291015625","anonymous","DE","0","0","1.038","0","1","Edge","17.17134","Windows NT 10.0","1600x1000","0",NA,"1","65","6","1","6","1","1","2","-99","1","0","-99","2,4","-99","1","-99","2","2","13","1","1","2","4","4","1","2","1","3","3","6","4","5","3","2","1","1,3,4","-99","3,4,5","-99","-99","Qual2380-2904Switz",NA,"H","200193","b-11Ydn_ORiBtH9fDtdtd4M8krM","22043","True","625",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 09:39:42","2019-05-31 09:52:45","0","100","782","1","2019-05-31 09:52:45","R_XB3XUXgMTE8nSBb",NA,NA,NA,NA,"47.5583953857421875","7.57330322265625","anonymous","DE","0","0","1.111","0","1","MSIE","11.0","Windows NT 10.0","1920x1200","0",NA,"0","36","5","1","4","1","1","3","-99","1","8","Benzin","1,2,3,4,8","-99","1,4","-99","3","1","1","2","1","8","4","2","2","3","4","4","2","3","6","2","1","5","4","1","-99","1,2,4","-99","-99","Qual2380-2904Switz",NA,"H","200191","b-11Ydn_ORiBtH9fDtdtd4M8krM","21949","True","782",NA,"2",NA,"1",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA
"2019-05-31 10:01:10","2019-05-31 10:06:32","0","100","321","1","2019-05-31 10:06:33","R_3MfBIf8c2gtXUuL",NA,NA,NA,NA,"46.9918060302734375","6.930999755859375","anonymous","FR","0","0","1.018","0","1","Chrome","74.0.3729.136","Android 7.0","412x732","0",NA,"1","21","24","4","9","1","1","0","-99","2","0","-99","8","-99","1","-99","7","1","1","2","3","6","4","1","4","4","3","3","4","3","4","2","1","5","6","2,4,6","-99","2,4,6","-99","-99","Qual2380-2904Switz",NA,"H","200199","b-11Ydn_ORiBtH9fDtdtd4M8krM","22325","True","321",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 10:06:42","2019-05-31 10:12:47","0","100","365","1","2019-05-31 10:12:48","R_1oq0QZglRrlWWK9",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.12","0","1","Safari iPhone","Unknown","iPhone","375x667","0",NA,"0","19","18","4","-2","1","1","0","-99","1","0","-99","4","-99","1","-99","6","1","111","1","-1","-1","1","1","1","1","1","1","1","6","5","2","4","3","1","2,6,7","-99","1,2,3","-99","-99","Qual2380-2904Switz",NA,"H","200201","b-11Ydn_ORiBtH9fDtdtd4M8krM","22419","True","365",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 10:04:51","2019-05-31 10:20:46","0","100","955","1","2019-05-31 10:20:47","R_2U44FSzxWwsjy1M",NA,NA,NA,NA,"46.615997314453125","6.6614990234375","anonymous","EN-GB","0","0","1.109","0","1","Chrome","74.0.3729.169","Macintosh","1440x900","1","0","1","21","7","3","6","1","1","6","-99","3","6","-99","2,4","-99","0","-99","1","1","1","1","2","11","3","3","1","3","3","2","4","6","5","3","4","2","1","1","-99","6,7","-99","-99","Qual2380-2904Switz",NA,"H","200200","b-11Ydn_ORiBtH9fDtdtd4M8krM","22372","True","955",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 10:13:04","2019-05-31 10:21:14","0","100","490","1","2019-05-31 10:21:15","R_3gUfckIWoWr4x2V",NA,NA,NA,NA,"47.5055999755859375","8.7241058349609375","anonymous","DE","0","0","1.114","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1920x1080","0",NA,"0","58","25","1","9","1","1","-1","-99","1","8","Volvo V70","3","-99","6","-99","38","1","2","2","8","-1","-1","2","-1","-1","-1","-1","3","5","3","1","4","2","6","1,4,7","-99","1,3,6","-99","-99","Qual2380-2904Switz",NA,"H","200203","b-11Ydn_ORiBtH9fDtdtd4M8krM","22513","True","490",NA,"2",NA,"1",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA
"2019-05-31 10:18:41","2019-05-31 10:21:25","0","100","164","1","2019-05-31 10:21:26","R_OkVFdbcQ581s3IZ",NA,NA,NA,NA,"46.9739990234375","8.4228057861328125","anonymous","DE","0","0","1.027","0","1","Safari iPhone","Unknown","iPhone","375x667","0",NA,"1","45","14","1","5","1","1","1","-99","1","1","-99","3","-99","6","-99","8","1","6","1","5","5","4","2","4","3","3","4","2","1","3","2","4","5","6","2,4","-99","2","-99","-99","Qual2380-2904Switz",NA,"H","200205","b-11Ydn_ORiBtH9fDtdtd4M8krM","22607","True","164",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 10:19:30","2019-05-31 10:24:43","0","100","313","1","2019-05-31 10:24:44","R_3nDhPkLBGGqVnXP",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.139","0","1","Chrome","74.0.3729.157","Android 9","412x846","0",NA,"0","44","25","2","3","1","1","8","Benzingetriebenes Auto","0","8","Fahrrad","2,4","-99","1,4,7","9i Pass","9","1","1","1","5","6","4","3","1","2","2","2","2","6","5","2","3","4","1","4,5,7","-99","2,3,6","-99","-99","Qual2380-2904Switz",NA,"H","200206","b-11Ydn_ORiBtH9fDtdtd4M8krM","22654","True","313",NA,"2",NA,"1",NA,NA,"Unknown","Unknown",NA,NA,NA,"Unknown",NA
"2019-05-31 10:22:58","2019-05-31 10:26:03","0","100","184","1","2019-05-31 10:26:04","R_1jfE0pEJh2i7cHI",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.12","0","1","Safari iPhone","Unknown","iPhone","375x667","5","0","1","33","21","2","6","1","1","1","-99","2","8","-99","1,4","-99","1","-99","2","2","2","2","1","8","4","2","4","4","4","3","5","6","2","5","1","4","3","1,2","-99","1,2","-99","-99","Qual2380-2904Switz",NA,"H","200208","b-11Ydn_ORiBtH9fDtdtd4M8krM","22748","True","184",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 11:10:38","2019-05-31 11:14:44","0","100","245","1","2019-05-31 11:14:46","R_3HvS3eY0XEUD1jd",NA,NA,NA,NA,"47.522705078125","7.6450958251953125","anonymous","DE","0","0","1.006","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1920x1200","0",NA,"1","47","4","4","3","1","1","6","-99","1","6","-99","2,3","-99","1","-99","5","2","6","2","3","6","4","3","1","1","1","3","3","1","3","2","4","5","6","2,3,4","-99","1,3,6","-99","-99","Qual2380-2904Switz",NA,"H","200223","b-11Ydn_ORiBtH9fDtdtd4M8krM","23453","True","245",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 11:09:43","2019-05-31 11:22:34","0","100","770","1","2019-05-31 11:22:35","R_2xIXBGOT0r4kb29",NA,NA,NA,NA,"47.1448974609375","8.1551055908203125","anonymous","DE","0","0","1.038","0","1","Chrome","67.0.3396.87","Android 9","360x740","0",NA,"1","28","1","2","5","1","1","2","-99","2","0","-99","2,4,6,8","-99","1","-99","10","2","25","1","-1","-1","4","3","4","3","4","4","3","1","5","2","4","3","6","2,6,7","-99","1,2,8","-99","-99","Qual2380-2904Switz",NA,"H","200221","b-11Ydn_ORiBtH9fDtdtd4M8krM","23359","True","770",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 11:21:50","2019-05-31 11:28:06","0","100","376","1","2019-05-31 11:28:07","R_XYEyb6f8h3PttMB",NA,NA,NA,NA,"46.1840057373046875","6.1024017333984375","anonymous","EN-GB","0","0","1.012","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1366x768","0",NA,"1","33","25","3","5","1","1","1,6","-99","2","6","-99","8","-99","3","-99","5","1","7","2","3","4","4","3","4","4","5","5","5","5","4","1","3","2","6","1,2,3","-99","1,2","-99","good","Qual2380-2904Switz","5cf0f224-9b04-530c-efe1-0c130fd530d9","H",NA,NA,"0",NA,"376",NA,"2",NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-31 11:20:41","2019-05-31 11:31:01","0","100","620","1","2019-05-31 11:31:02","R_Dk7rEQZqDzZQlz3",NA,NA,NA,NA,"46.5189056396484375","6.6360015869140625","anonymous","FR","0","0","1.121","0","1","Chrome","74.0.3729.157","Android 9","360x740","0",NA,"0","21","7","5","1","1","1","6","-99","4","6","-99","1","-99","1","-99","1","2","1","2","2","1","4","1","4","4","4","3","4","3","2","1","4","6","5","2,4,5","-99","2,6","-99","Tres interessant","Qual2380-2904Switz",NA,"H","200228","b-11Ydn_ORiBtH9fDtdtd4M8krM","23688","True","620",NA,"2",NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
